tid,toi,tfopwg_disp,st_tmag,pl_orbper,pl_trandep,pl_tranmid,pl_trandurh
156215204,4122.01,APC,12.0844,2.4307782,1310.0,2459443.029994,1.708
153896150,4123.01,PC,11.8522,2.787945,3211.467356,2460314.561034,1.5084757
150761163,4124.01,PC,11.436,3.4138019,9850.0,2459762.989003,2.877
147761049,4125.01,PC,12.72,4.7155974,11242.4339671,2460316.849484,3.4748078
141616639,4126.01,FP,12.3454,3.2428744,1470.0,2459032.680649,2.417
141488193,4127.01,CP,11.0383,56.4043748,9060.0,2459031.931632,4.069
137420801,4128.01,PC,12.2769,1.9795413,2640.0,2459911.959304,2.088
123357034,4129.01,PC,11.8417,3.2724973,5320.0,2459744.308725,1.459
170634116,413.01,KP,9.6757,3.6623918,12253.6582523,2459174.669346,3.7669692
71396541,4130.01,FP,10.7386,6.269716,1240.0,2459031.311744,3.696
300011941,4357.01,FP,10.5385,1.8141215,129.4041201,2458327.104401,4.6006154
273418421,4358.01,PC,8.9077,97.6087634,658.8471408,2458388.764324,5.5654641
133505138,4359.01,FP,9.5115,2.4360845,350.0,2459330.394075,2.495
44745077,436.01,FP,13.0734,1.8756,5666.3,2458411.70271,0.989
52307802,4360.01,PC,12.747,3.0749507,1979.2841401,2458328.291306,1.2179384
334632624,4361.01,PC,8.6661,741.4238314,503.5494079,2458520.648063,5.2389454
238164799,4362.01,PC,8.4592,7.5480709,239.8900935,2458470.495852,4.9550247
325682877,4363.01,PC,11.2473,2.118659,664.8120556,2458412.27724,1.5585526
4070275,4364.01,CP,11.3993,5.4240691,1766.8589296,2458439.340243,1.6875037
413343957,4365.01,PC,10.3593,3.3784364,1232.0,2460093.008961,2.165
297361900,4366.01,PC,10.1441,2.6374449,495.0,2460092.634307,1.661
313675203,4367.01,FP,9.462,2.5025812,807.0,2460091.74954,2.771
314724818,4368.01,FP,10.0199,4.4518604,3558.2211894,2459337.012838,2.8339358
278862750,4369.01,PC,9.329001,13.576858,263.0,2460172.848858,4.628
32499655,437.01,KP,13.5452,2.7439029,13852.3979585,2459197.575826,1.503168
335040423,4370.01,PC,9.32312,2.5610662,170.0,2459330.970789,4.338
450649506,4371.01,PC,10.2089,1.0604139,1050.0,2459359.873486,2.084
137683938,4587.01,KP,14.5505,3.2903136,15334.2181362,2459393.659836,1.7465253
48031665,4588.01,PC,9.06584,13.1187746,333.0027831,2458689.149116,4.5278413
164458714,4589.01,KP,9.03131,17.8335899,289.0,2460364.345637,3.642
38603673,459.01,APC,9.5473,4.4291257,561.4845395,2460986.366561,0.910131
154923406,4590.01,PC,9.6446,25.9213509,589.3171527,2458703.264605,2.1208392
356868487,4591.01,FP,11.7167,27.9102929,18279.5176543,2459692.968529,10.6336018
122785299,4592.01,KP,14.575,8.8849511,16966.9658671,2459392.140389,1.9958507
399954349,4593.01,KP,11.6052,7.8344688,2017.3628771,2458689.578278,3.1260803
399954349,4593.02,KP,11.6052,3.0051929,737.8355831,2458684.471974,1.8111648
158555987,4594.01,FP,11.8995,5.5460893,1956.6215347,2458687.926051,2.2804171
159725995,4595.01,KP,14.9767,3.7705865,12789.7368577,2459394.278533,3.9149764
86951294,4596.01,PC,9.2564,4.1194175,722.0,2460283.324345,2.057
68573534,4597.01,PC,7.82403,4.6663795,6900.0,2459523.197223,2.526
29017001,4598.01,PC,9.58025,8.2003748,1521.0,2460251.524106,2.168
307809773,4599.01,CP,7.89863,2.7694936,712.0,2460284.446332,1.031
307809773,4599.02,CP,7.89863,5.7060868,821.0,2460277.804123,0.863
310994622,3868.01,PC,12.3572,18.565813,9420.0,2459660.902382,3.82
253044312,3869.01,APC,12.0089,11.2005651,7000.0,2459648.92653,1.367
92359850,387.01,FP,9.65521,4.155,4900.0,2459167.71222,2.807
165989915,3870.01,PC,12.565,2.6292572,3790.0,2459662.837468,1.582
165468291,3871.01,PC,12.3591,4.754432,13130.0,2459662.673642,2.147
165431806,3872.01,PC,12.3882,4.4100654,6450.0,2459635.328178,2.362
154126149,3873.01,PC,12.6262,3.8951475,8970.0,2459657.89795,1.386
154105890,3874.01,PC,13.0635,5.5822739,7390.0,2459659.349904,1.463
153978165,3875.01,PC,12.0165,6.0835972,8460.0,2459662.383448,2.133
150388393,3876.01,PC,12.76,6.5846694,22460.0,2459659.91131,2.572
144310492,3877.01,PC,11.9123,4.1225477,5760.0,2458920.968885,2.206
141275395,3878.01,PC,11.3616,0.8377576,1410.0,2459662.612281,1.074
139086171,3879.01,PC,11.3093,4.8104679,1940.0,2459656.345154,2.547
422655579,388.01,KP,10.1638,2.9036858,4642.2749148,2460985.806844,5.0469369
138973825,3880.01,PC,13.0673,2.1614819,6340.0,2458925.516992,1.076
136998882,3881.01,PC,12.131,3.3401814,4960.0,2459658.750228,2.452
101643582,3882.01,APC,11.8825,2.071333,1920.0,2458924.543804,2.282
99330090,3883.01,FP,11.1693,7.0080817,14900.0,2459443.719241,3.179
47937361,4131.01,PC,12.8667,2.3382502,13090.0,2459797.858796,2.289
335655755,4132.01,PC,11.8921,11.7647926,4428.9591948,2459395.937372,4.4338184
468396217,4133.01,PC,12.9532,4.1571604,8040.0,2459768.396961,4.348
420803693,4134.01,FP,11.2063,0.9135968,540.0,2459033.325227,1.247
288471040,4135.01,FP,10.5893,2.5139764,560.0,2459766.355421,2.36
420680343,4136.01,PC,12.1943,3.7630305,1580.0,2459763.053546,3.503
417646390,4137.01,CP,10.8557,3.8016217,8310.0,2459762.195685,3.223
257060897,4138.01,CP,11.2633,3.660032,7749.7203265,2459660.607824,4.7853014
408729765,4139.01,FP,12.9551,4.6200781,3480.0,2459026.64911,2.149
325680697,414.01,FP,9.15779,1.82488,2950.0,2459168.84301,1.757
400103802,4140.01,PC,12.1311,4.2511214,13830.0,2459910.467019,2.823
400093775,4141.01,PC,12.5401,3.6022715,9700.0,2459763.847708,2.752
39573090,4142.01,PC,12.6521,3.6593967,4230.0,2459767.777771,3.917
371711170,4143.01,FP,12.1158,9.8482192,1670.0,2459015.247898,4.24
313194972,4144.01,PC,11.9039,16.9020565,14890.0,2459744.991419,5.729
279947414,4145.01,CP,11.5241,4.0664446,19740.0,2459767.636557,1.712
23124038,4146.01,APC,11.5765,0.7011578,5890.0,2459768.295468,0.932
138329479,4147.01,PC,12.7833,2.3745416,10590.0,2459767.712267,3.17
401980624,4372.01,PC,10.4286,3.2751914,827.0,2460089.735837,2.439
315350812,4373.01,PC,9.8459,5.9422824,1160.0,2460089.108718,1.911
308191940,4374.01,PC,10.1908,13.2689495,770.0,2459343.366967,2.8
343708863,4375.01,FP,9.4128,5.9685742,340.0,2459379.13132,2.059
250306572,4376.01,PC,10.2973,1.6089592,320.0,2459359.388606,2.58
394918211,4377.01,CP,10.7934,4.3780194,1604.3825129,2459337.638207,8.4203321
394721720,4378.01,PC,11.7993,1.0690665,2898.6037459,2459362.616226,1.4807714
97766057,4379.01,CP,11.8994,3.2535299,6115.0131399,2459363.367887,5.1923833
468880077,438.01,PC,9.4464,5.8123508,957.5741671,2458441.048516,2.200213
169958952,4380.01,PC,11.2211,1.3290008,2087.9113778,2459362.799086,1.7795322
305767364,4381.01,PC,12.2907,1.4974223,39324.5082012,2459362.92619,2.2238426
32460142,4382.01,PC,9.3397,10.6895417,643.3958437,2459363.823865,3.6496675
384744828,4383.01,FP,9.8062,3.0421334,2054.3050277,2459363.498874,1.5964685
259230140,4384.01,PC,9.657,14.3171998,1649.0,2460070.251938,5.454
22186226,4385.01,PC,10.6163,9.2172172,2470.4394385,2459369.101784,7.3550279
350575997,4386.01,PC,9.7688,2.0134389,821.0,2460122.32263,1.211
33350443,4387.01,PC,10.8267,3.562038,4495.4158742,2459364.141922,6.1241184
9804616,460.01,FP,14.1118,0.5168347,33190.706911,2458411.065871,0.936413
232608943,4600.01,CP,11.8787,82.6901439,6529.5765126,2459419.383357,7.5240298
232608943,4600.02,CP,11.8787,482.8191,6928.144617,2459751.598569,10.8504687
349071261,4601.01,PC,10.3099,2.7875233,8077.6726128,2459501.2671,1.7384121
467651916,4602.01,CP,7.7746,3.9813082,464.0,2460655.201888,3.1
437856897,4603.01,CP,8.6554,7.2455997,1106.0,2460273.680601,2.734
27039476,4604.01,KP,9.3928,2.2251639,284.0,2460257.717716,1.545
19155785,4605.01,FP,10.2207,3.1442556,2095.0,2460254.350652,1.81
68577662,4606.01,KP,9.31437,11.1684037,9660.0,2459522.948827,5.354
28294709,4607.01,PC,9.67952,5.5109534,520.0,2459498.183252,2.411
427740976,4608.01,PC,11.4512,2.3494903,9053.0,2460256.015853,2.014
118820486,4609.01,PC,10.4117,2.6921752,9194.0,2460229.446917,3.246
4646810,461.01,CP,8.8723,10.9245478,653.537141,2458416.351956,1.8716477
1950736,4610.01,FP,10.0745,3.1129681,585.0,2460307.729373,2.308
68646526,4611.01,PC,9.02078,5.2289874,320.0,2459520.906327,3.386
97735908,4612.01,KP,8.22398,4.1137862,5739.0,2460257.044778,5.235
436652523,4613.01,APC,12.0336,4.5461685,5251.0,2460251.01417,3.323
408809625,4614.01,PC,11.0302,13.8338893,8899.362156,2459448.534256,1.4260598
86263325,3884.01,CP,12.9113,4.5445569,35598.6327422,2459656.499824,1.6368258
55748194,3885.01,FA,12.293,2.5227786,18880.0,2458923.581192,2.177
48220826,3886.01,PC,13.4971,3.0215428,15111.7114542,2460454.788418,3.08889
21549805,3887.01,PC,12.7279,4.2441117,7540.0,2459658.34288,3.771
18067025,3888.01,PC,13.0874,5.3298577,9330.0,2459661.932316,1.95
950525831,3889.01,PC,12.4244,2.5228506,21300.0,2459635.025563,2.15
271900960,389.01,FP,8.2606,13.45913,2579.32,2458330.37074,3.428
18017227,3890.01,FP,11.9245,0.6203033,1390.0,2459634.770884,1.031
459215281,3891.01,PC,12.387,2.7694074,1010.0,2459659.435404,2.692
3896759,3892.01,PC,11.9956,4.5808535,11480.0,2459663.101417,3.488
458424950,3893.01,PC,12.852,9.0576962,3430.0,2459655.552232,2.37
165464482,3894.01,CP,11.323,4.3345378,10000.0,2459657.9546,3.336
3808740,3895.01,PC,12.7533,6.6713748,7480.0,2459664.070543,3.299
445837596,3896.01,PC,11.6832,4.3773113,1430.0,2459634.322384,2.329
154181821,3897.01,PC,11.9937,7.6607094,1860.0,2459655.100154,4.261
450337675,3898.01,PC,13.4312,8.6789911,9700.0,2459678.057054,3.865
441697509,3899.01,PC,11.0866,5.2077671,850.0,2458951.991759,2.369
250386181,390.01,FP,9.89377,1.470258,2700.0,2459138.72305,1.126
366755319,3900.01,PC,11.9689,14.7802661,6840.0,2458932.910253,3.497
137157546,4148.01,FP,12.0672,3.6841446,2260.0,2459721.117312,2.967
103096524,4149.01,PC,12.8508,3.2928068,16460.0,2459768.675673,2.107
152476657,415.01,KP,10.5831,3.6112621,5684.0944144,2459166.483051,3.5377447
102719996,4150.01,PC,12.8051,9.7938352,6228.3071316,2459726.067196,4.6542394
406926040,4151.01,PC,11.2924,11.6999152,2960.0,2459910.920229,3.863
1813844121,4152.01,PC,11.7729,1.5822588,13280.0,2459744.512198,2.964
470171739,4153.01,CP,11.1477,4.6174254,9412.560054,2460452.837662,4.5173138
470156846,4154.01,PC,12.7397,7.3446285,4210.0,2459764.089651,5.044
467331291,4155.01,CP,11.2473,3.3207642,940.0,2459913.520622,2.487
462553953,4156.01,PC,10.7152,4.461878,500.0,2459660.594644,2.937
462553953,4156.02,PC,10.7152,12.822639,750.9057494,2458844.820135,3.1703392
461538935,4157.01,FP,11.5576,5.289835,2330.0,2459767.361077,3.179
441797394,4158.01,PC,12.275,13.4167713,1780.0,2459846.562281,2.151
441600335,4159.01,APC,12.2075,0.8659846,1660.0,2459768.139016,0.891
49899799,416.01,FP,8.28222,7.0114,8970.0,2459163.41477,4.8
441580526,4160.01,PC,12.2319,4.4427146,12220.1525687,2459598.996838,3.2966866
441572821,4161.01,PC,11.9399,4.2607797,3857.0364187,2459603.737866,6.4465003
420114036,4162.01,PC,12.095,4.3744258,8580.0,2459737.85419,5.275
313554509,4388.01,PC,12.0996,4.4742339,3061.515714,2459364.302212,2.7863202
41387532,4389.01,APC,9.50494,11.4041935,2216.7191401,2459367.619383,1.7478969
13021029,439.01,KP,11.7231,3.85589,9747.6035597,2459175.599762,3.9555399
369345064,4390.01,PC,9.4148,4.3954444,1622.0,2460117.072051,1.602
66620917,4391.01,PC,7.301,5.2910096,1670.0,2459377.163409,4.122
429791387,4392.01,PC,9.2752,3.9693722,570.0,2459379.961551,2.005
107440797,4393.01,PC,10.4708,2.2676081,880.0,2459386.167504,1.671
341805908,4394.01,FP,10.3355,1.491916,1474.3347879,2460069.037538,2.3336552
218483943,4395.01,PC,9.087,3.7590079,869.0,2460119.138338,3.304
379723086,4396.01,FP,10.0288,7.4398211,1362.0,2460120.660517,3.068
107728509,4397.01,FP,10.4304,2.6646183,840.0,2459385.728999,4.135
214243287,4398.01,APC,9.933,5.7525195,8852.0,2460116.043368,3.718
464646604,4399.01,CP,7.7582,7.7121208,728.4849109,2459037.871491,2.4343481
143350972,440.01,FP,7.6818,1.0817,341.533,2458439.13519,1.588
231630147,4400.01,PC,11.943,7.0642486,11469.7564374,2459038.949915,3.6816469
178170828,4401.01,PC,11.0876,0.450264,331.3974583,2459116.209945,1.1871566
197807778,4402.01,PC,9.8429,3.6989939,198.9402668,2458355.49119,3.1680872
84599716,4615.01,PC,11.7892,5.3193755,6537.0839819,2459550.580295,6.6913995
258796169,4616.01,CP,12.8872,1.5538188,3449.9519182,2458765.025928,0.923936
18373995,4617.01,PC,12.357,3.4878754,18093.4842065,2459474.422251,2.8827447
284326455,4618.01,KP,12.2341,3.7998536,25455.0849851,2459475.981707,1.8114914
238586172,4619.01,PC,13.8232,3.4732399,10338.2192807,2459528.34243,4.3731099
420049884,462.01,PC,10.6573,4.1074291,900.9217753,2458414.822983,3.0844055
171160243,4620.01,PC,9.56967,1.3887494,3301.0,2459933.972235,1.38
293457754,4621.01,KP,12.3553,4.5195089,17738.8625444,2459451.521141,3.1628648
94727308,4622.01,APC,16.1779,1.2969404,52197.5005433,2459474.773371,3.4301667
56399553,4623.01,KP,11.5476,3.2588316,22743.2337536,2459475.969231,2.2220346
84339983,4624.01,KP,10.5136,2.7908285,10049.6938823,2459475.610373,2.2599869
58472992,4625.01,PC,10.5774,2.191342,1062.791258,2459475.637804,1.8100691
241442273,4626.01,PC,8.4492,17.4756122,790.0,2459338.399136,2.895
89702406,4627.01,FP,11.5252,23.1438551,6955.8738937,2459264.71217,5.7659467
404421005,4628.01,KP,9.66562,6.32668,520.8002154,2458575.158194,2.0310601
304339227,4629.01,PC,8.6577,714.6970956,457.0864505,2458673.333796,5.6919436
357373216,3901.01,PC,13.3215,9.546972,17300.0,2459681.957257,2.112
310094771,3902.01,PC,13.3819,2.9406027,9820.0,2459690.091621,1.167
288434231,3903.01,PC,13.403,14.8496574,8710.0,2459660.241436,4.287
233462817,3904.01,APC,11.3815,10.1614815,3230.0,2459675.336571,1.259
180672438,3905.01,PC,13.0187,5.3599361,11350.0,2459664.128775,3.407
180607846,3906.01,APC,12.773,0.6451059,3430.0,2459662.977476,0.573
165723070,3907.01,PC,12.8532,1.7213564,11890.0,2459714.521101,2.035
165412561,3908.01,APC,11.4582,1.4680992,18506.4662144,2459637.989586,2.0456598
161003569,3909.01,PC,12.3758,3.5115357,9290.0,2459688.544439,3.527
382391899,391.01,KP,11.0529,1.9550932,19634.9908668,2459169.669461,1.78762
158617175,3910.01,PC,12.0581,5.7158895,22050.0,2459686.227148,2.437
158497525,3911.01,PC,11.6301,9.3517097,1590.0,2459677.077572,2.682
156648452,3912.01,CP,11.8747,3.4936188,9730.0,2459687.370442,3.355
155898758,3913.01,PC,12.5764,4.0384773,8110.0,2459687.087393,1.185
139118482,3914.01,FP,11.3366,6.7136512,11490.0,2458946.965104,3.541
81247877,3915.01,PC,12.3655,2.2012625,25690.0,2459688.491692,2.175
68074302,3916.01,PC,12.9339,3.4014954,7370.0,2459685.744404,1.959
68035558,3917.01,FA,11.483,8.3289771,6010.0,2458953.314052,2.984
23815847,3918.01,PC,13.4565,3.0654283,5850.0,2459691.328329,2.194
420112217,4163.01,PC,12.4899,21.5615248,3600.0,2459736.717051,5.73
420108587,4164.01,PC,12.2779,3.522843,800.0,2459849.162648,2.874
398371628,4165.01,PC,12.1926,7.1406422,7517.3472752,2459913.360441,1.9916579
389777651,4166.01,PC,11.6431,5.236124,930.0,2459606.707073,2.622
377165123,4167.01,FP,12.9474,14.793901,8150.0,2459845.365372,3.171
372758077,4168.01,PC,11.447,29.3821476,6575.439488,2459394.256621,2.9371293
372747949,4169.01,PC,12.7553,3.4026932,2900.0,2459763.167593,5.23
339733013,417.01,FP,10.0793,5.62162,580.083,2458328.37843,2.675
366972162,4170.01,PC,12.3623,2.190225,8750.0,2459738.853306,3.151
362223355,4171.01,PC,12.4747,3.7453991,1390.0,2459885.746921,3.327
359388309,4172.01,PC,12.2997,4.1915095,900.0,2459850.557908,3.187
358613376,4173.01,PC,12.6361,8.2713274,20740.0,2459942.653105,3.809
356822426,4174.01,PC,12.456,1.5569519,950.0,2459714.79482,1.066
952046774,4175.01,PC,8.0935,2.1632835,830.0,2459578.454185,1.362
58533991,4176.01,APC,9.5399,3.2089372,6310.0,2459328.306387,3.1
130981260,4177.01,APC,10.1793,3.6928289,5223.0,2460065.35254,3.866
289988797,4178.01,FP,10.0415,2.2042212,4250.0,2459576.857352,1.011
297148017,4179.01,PC,10.3738,2.5485772,1270.0,2459330.92687,3.113
350931281,4403.01,PC,10.7888,4.4620528,289.9548667,2459036.762645,4.3381703
342314656,4404.01,PC,10.7108,39.6251926,4527.8284055,2459248.473551,2.0275642
177254988,4405.01,PC,12.3813,5.9214231,1221.9430373,2459039.641828,2.2680522
177254988,4405.02,PC,12.3813,1.0929203,377.4316425,2459036.823688,1.5258481
206541859,4406.01,CP,10.5663,30.083503,5439.2108279,2459064.11893,3.9858103
207238953,4407.01,PC,10.9015,7.1366507,768.4493836,2459089.90229,2.1906434
260189643,4408.01,PC,13.2896,2.054238,1994.0593535,2459036.341758,1.2287948
382200986,4409.01,PC,11.8911,92.4918048,11487.575281,2459076.347685,6.8943594
316916655,441.01,FP,9.19901,2.87436,2490.41,2458440.19448,1.901
280803800,4410.01,PC,10.5978,26.0179101,766.5356589,2458335.665026,4.5258048
366484980,4411.01,KP,9.15722,13.7748361,309.0,2460236.627901,4.454
35315453,4412.01,FP,10.2956,2.0340967,1283.0,2460119.031104,3.397
142019343,4413.01,PC,9.6256,4.4719815,169.7903607,2460986.078477,2.4860529
1405997635,4414.01,FP,10.3147,1.8697825,2940.0,2459385.39488,2.721
1234810324,4415.01,APC,10.0209,1.830108,3391.0,2460121.396626,1.936
79605791,4416.01,PC,9.5378,9.3305377,5610.0,2459378.525751,5.232
208297760,4417.01,PC,9.3456,5.2574854,1250.0,2459382.714035,2.05
176831592,463.01,FP,9.1013,2.53405,4070.0,2459169.21814,1.944
292202337,4630.01,PC,9.046,721.5621758,2177.931991,2458619.207652,4.5933413
313006381,4631.01,PC,8.7551,33.6356252,724.0198395,2458705.690981,3.884357
336075472,4632.01,PC,10.6329,63.1448519,1697.0188103,2458712.448605,4.9925509
307958020,4633.01,CP,8.3498,271.938639,483.1688883,2458864.835181,11.1292466
17150865,4634.01,FP,12.5065,0.8706763,1861.0,2460232.412765,1.007
337129672,4635.01,FP,10.6029,49.1077047,28125.1452075,2460209.918841,2.9402319
405484221,4636.01,FP,15.7488,42.8289152,85688.8204519,2459454.50904,2.3248526
306485267,4637.01,PC,10.3991,14.3540583,1053.0719668,2459451.613,2.5122529
58824746,4638.01,CP,10.7434,10.2829583,865.1246457,2459449.353563,3.5348916
91251292,4639.01,PC,10.671,3.990679,670.2495772,2459451.091261,2.7900392
91251292,4639.02,PC,10.671,13.0780555,932.1214968,2459456.765509,4.4541336
398733009,464.01,FP,15.61,0.8185672,44712.1811611,2459116.382318,0.9809687
337216118,4640.01,PC,11.0771,2.6857229,632.8097747,2459447.755126,2.2391182
436873727,4641.01,CP,7.1323,22.0933922,2633.6009111,2460239.908686,5.4095076
336961891,4642.01,PC,11.9847,3.6022377,2229.9856882,2459449.129554,1.032552
23769326,3919.01,CP,12.3342,7.4332642,6000.0,2459682.83197,3.051
328350926,392.01,APC,8.300901,0.8490674,4907.2475531,2458411.598258,1.0946576
2016376984,3920.01,FA,12.7509,2.317939,13140.0,2458981.334869,1.676
1101909431,3921.01,FP,12.5638,23.2556119,35720.0,2458935.789582,7.878
1101855081,3922.01,PC,12.251,3.8960617,22610.0,2459715.758828,1.734
467265105,3923.01,PC,13.0743,4.1377886,11490.1857603,2460397.501635,2.2969037
456042145,3924.01,FP,13.4802,2.0474832,6790.0,2458980.246552,3.159
435167167,3925.01,FP,12.1474,3.0330919,1280.0,2458979.233689,4.043
434171145,3926.01,PC,12.089,2.7873223,5548.0,2459877.813437,3.671
434171113,3927.01,PC,12.7594,4.4921154,19562.0,2459902.273403,3.108
427153307,3928.01,PC,12.9774,2.2035349,7570.0,2459851.197608,2.573
422554579,3929.01,PC,13.2363,3.4608812,16514.0,2459909.656029,3.608
29960109,393.01,FP,11.2003,2.49221,1480.0,2458411.66942,1.605
422514153,3930.01,PC,12.6265,2.9284231,5159.0,2459876.498062,3.835
421336001,3931.01,PC,13.4428,7.6644,8534.5638357,2460396.485355,4.1888923
408094424,3932.01,APC,11.3258,2.4892754,2750.0,2459849.877536,1.513
388393034,3933.01,PC,13.2345,1.97549,5457.0,2459881.419784,2.409
375981105,3934.01,PC,12.7091,11.7512673,7683.0,2459885.575468,2.143
372207084,3935.01,PC,13.4234,1.2257683,5512.0,2459908.987824,1.874
178284730,418.01,KP,10.3074,2.2359865,19058.0137423,2459146.100495,1.5254332
126737992,4180.01,APC,8.2938,1.5954319,473.6397437,2459989.161676,1.0
426017070,4181.01,FP,15.951,0.5992533,24379.9383482,2458354.57189,2.3197658
31637479,4182.01,PC,9.2747,27.848697,343.0,2460184.893103,3.519
421951960,4183.01,PC,9.10478,11.7915574,661.9685157,2458332.496296,1.6063345
394357918,4184.01,CP,14.2612,4.9019938,10774.951206,2458326.789691,1.3243804
152563846,4185.01,PC,10.7194,16.5414219,1098.6666331,2460064.26053,3.4223633
300579472,4186.01,PC,8.985,12.7503356,692.0,2460168.355054,3.297
176780257,4187.01,PC,8.301,30.8812601,425.1596999,2458425.23933,10.7723374
424747720,4188.01,FP,13.0123,10.2813284,37333.9631684,2458655.604161,2.4414916
7422496,4189.01,PC,8.7601,46.9621053,757.7887314,2458470.361615,5.7665722
279251651,419.01,FP,10.5886,0.4038426,636.6337963,2458654.122394,1.0592218
65416038,4190.01,PC,10.6617,15.6062307,659.0717891,2458388.816262,3.6444849
167905035,4191.01,PC,8.6282,742.8561164,415.3404179,2458548.668852,5.6483285
41995709,4192.01,PC,11.8791,4.2300182,3470.0,2458403.421558,1.847
382419744,4193.01,PC,12.7464,6.5081212,8260.0,2458397.745101,5.472
295593712,4418.01,PC,10.0819,7.6247217,813.0,2460120.337143,1.972
295593712,4418.02,PC,10.0819,25.7086236,1430.0,2460108.646864,3.831
352229268,4419.01,PC,10.3468,16.155134,590.0,2459365.246873,3.528
70899085,442.01,CP,10.7329,4.0520368,5512.4033193,2459196.115341,1.5605128
362709886,4420.01,PC,9.550201,4.7259317,6309.6615331,2459363.151122,2.7740362
141412823,4421.01,FP,10.4078,21.7004042,406.0,2460151.66684,9.415
263748033,4422.01,PC,9.944,4.90826,8881.0,2460119.519989,4.324
344600402,4423.01,FP,10.4425,1.3875331,952.0,2460123.887716,2.679
326386495,4424.01,PC,9.8496,17.7424733,880.0,2459383.797001,3.082
106940971,4425.01,PC,9.3777,5.412802,5278.1957566,2460100.181,4.5898431
271354351,4426.01,KP,14.5787,3.905126,23549.9259888,2459422.126663,2.9136919
207339000,4427.01,PC,11.3427,4.6182631,20287.618268,2459940.464211,2.7008637
271042217,4428.01,KP,13.9174,1.8555745,10888.0377261,2459770.501306,2.3121742
233188747,4429.01,PC,12.7714,3.4505658,15044.6453237,2459939.613796,3.0397698
117979897,443.01,KP,12.0682,3.3106692,9189.7342523,2459174.840517,3.7033867
362222177,4430.01,PC,12.8668,6.6363577,7470.0,2459884.031242,6.385
121660904,4431.01,KP,12.4532,4.8854844,7009.1394983,2459422.843797,5.2333985
270355392,4643.01,PC,10.6127,5.0256637,650.1415697,2458411.393075,1.8885767
270355392,4643.02,PC,10.6127,10.7387039,803.3539058,2458415.854932,1.5317637
387423096,4644.01,PC,11.0505,0.3181853,480.0,2459524.090945,0.762
46698351,4645.01,PC,10.2381,5.0872348,4037.0,2460084.812644,8.035
286696849,4646.01,PC,12.2257,8.9299483,26516.4016202,2459915.972155,3.2002668
303204165,4647.01,PC,9.59055,8.8346147,646.0966072,2459451.542506,3.0143987
303204165,4647.02,PC,9.59055,11.0696104,591.1055416,2459451.391313,3.1681143
257774438,4648.01,KP,8.97055,15.3886607,407.1050545,2459461.181123,4.3300643
404713783,4649.01,PC,10.1448,15.0758735,645.0,2460233.687026,3.502
270380593,465.01,KP,10.7307,3.8361623,5357.5774934,2458414.135893,2.4128495
60646268,4650.01,PC,13.492,2.6672418,11150.0,2459084.536102,2.858
147302550,4651.01,PC,13.3592,11.1878978,8190.0,2459071.960195,2.457
139877968,4652.01,PC,12.1679,18.6224802,9890.0,2459078.330446,4.088
238854767,4653.01,PC,11.3326,16.3764188,1230.0,2460128.431989,4.775
99648579,4654.01,PC,13.2157,10.6936683,10680.0,2459084.090632,2.411
209310912,4655.01,PC,13.4227,3.6749802,23820.0,2459085.462981,1.743
120523488,4656.01,PC,13.3652,3.439221,5050.0,2459110.795172,1.693
371676181,3936.01,PC,12.5722,1.4858906,7264.0,2459881.848754,1.697
367425982,3937.01,PC,12.9577,1.6923573,20172.9323968,2460435.855669,1.9912433
367333043,3938.01,FP,13.2875,2.8778095,4830.0,2458979.960331,2.824
366115856,3939.01,PC,13.2129,2.3466472,25278.0,2459908.695489,1.957
9858404,394.01,APC,8.00006,0.39149,578.202,2458411.26947,0.746
346081845,3940.01,PC,13.4454,3.4895723,32560.0,2459879.893471,2.378
345697569,3941.01,PC,12.9307,2.8817718,13332.0,2459880.907454,2.842
345329200,3942.01,PC,12.8967,3.1082514,5659.4686877,2459854.068815,1.5649451
343330330,3943.01,PC,12.5714,5.5613023,2200.0,2459850.550846,5.64
338065029,3944.01,PC,12.5871,2.3151015,5256.0,2459879.299141,2.084
336824844,3945.01,PC,12.5917,4.4638411,3791.0,2459885.028959,1.556
336399144,3946.01,PC,12.475,5.7033411,14730.0,2458972.76106,3.039
336092760,3947.01,PC,12.933,6.7716021,4580.0,2459905.727594,6.279
335489455,3948.01,FP,12.5455,2.1176601,2000.0,2458978.435452,3.591
334493051,3949.01,PC,13.4743,2.2297524,8798.0,2459881.384085,2.498
38541473,395.01,APC,10.7706,6.0613441,15346.1553014,2458415.515103,2.5796829
334394274,3950.01,PC,13.3364,3.4488281,14430.0,2459851.55939,3.091
334385701,3951.01,PC,13.3788,2.1861455,8780.0,2459849.974225,2.42
321861405,3952.01,PC,11.9401,2.9897732,12893.0,2459907.76999,3.06
299176311,4194.01,APC,12.5496,1.0432995,3260.0,2458404.822816,1.169
67598139,4195.01,PC,12.6802,5.4447698,5420.0,2458399.818502,1.366
67566164,4196.01,PC,12.5345,3.125924,18690.0,2458404.326719,2.985
332579116,4197.01,PC,12.8512,3.9017499,27430.0,2458456.806385,1.845
459913687,4198.01,PC,13.3547,4.746318,12470.0,2458458.49423,3.117
220144363,4199.01,PC,11.5141,4.4466179,7930.0,2458487.70703,4.511
408159788,420.01,FP,10.6152,2.300698,780.0,2459199.050071,3.451
53593542,4200.01,PC,13.5569,1.027641,12630.0,2458489.557328,1.977
