tid,toi,tfopwg_disp,st_tmag,pl_orbper,pl_trandep,pl_tranmid,pl_trandurh
146165619,2377.01,APC,14.1858,1.6766686,33350.8877349,2459088.7876,1.1189151
231063955,2378.01,PC,13.3921,3.4972769,17834.0824111,2459090.745961,2.0988025
201177276,2379.01,CP,13.6521,5.4693888,32411.855989,2459062.464298,1.8076781
9006668,238.01,CP,9.926601,1.2730965,414.0,2460205.747992,1.48
176220787,2380.01,KP,9.4834,5.2153618,5205.8347338,2459092.524257,5.5895721
39080923,2381.01,PC,12.3643,5.0451188,13949.1155643,2459039.751951,1.8549863
189625051,2604.01,KP,12.487,4.9088819,5548.8279627,2460720.074783,5.5607357
146776480,2605.01,APC,10.4767,20.6006151,12106.6702221,2459978.593736,1.4716288
355800238,2606.01,PC,11.7785,1.4509175,7270.0,2459330.683649,1.123
149539158,2607.01,FA,9.1251,2.2338786,318.9211436,2459256.970786,3.0400001
269850928,2608.01,PC,13.2247,4.724665,6163.2889314,2459965.829329,4.3082924
308883808,2609.01,APC,11.4514,1.1645141,1828.5119817,2459988.5342,1.648221
63898957,261.01,CP,9.03971,3.3639254,422.0610761,2458383.915624,3.3430495
63898957,261.02,CP,9.03971,13.0393586,625.5995687,2458389.727185,4.9218325
268914377,2610.01,FP,15.8953,2.1538959,96363.0926604,2459229.716478,2.1776943
234282389,2611.01,FA,13.5294,0.7320175,4520.0,2458352.484922,2.577
149572298,2612.01,PC,13.2303,13.3572104,29950.0,2459379.018087,4.947
52315301,2613.01,PC,13.1488,15.2010859,35221.1348039,2460155.218217,8.2467072
263075864,2614.01,PC,11.457,4.8103214,16651.539925,2459037.589401,3.1996589
38965512,2615.01,PC,13.2052,2.2687617,13217.8124266,2460156.176169,2.834542
273850708,2616.01,PC,13.426,1.8531628,34220.0,2460154.915572,2.019
260537454,2617.01,PC,13.1982,6.3187442,28370.0,2459387.59425,3.504
231076038,2618.01,PC,12.0635,8.2500143,2250.0,2459382.783301,3.317
114299824,1923.01,KP,12.9264,4.2042078,12080.0,2459229.337707,2.124
371443216,1924.01,KP,8.0552,2.8240691,8970.0,2459358.688506,3.808
118956453,1925.01,KP,11.9397,2.3447752,15340.0,2459279.602393,1.814
143143769,1926.01,KP,12.3686,1.3372349,1226.6760556,2459175.372553,1.7026098
14344979,1927.01,KP,12.3353,4.1117731,22017.8853537,2459255.860453,2.1575648
207077681,1928.01,KP,12.3119,2.278575,13638.9588751,2459061.944577,2.159825
157266693,1929.01,KP,13.1648,3.8537616,18650.0,2459329.357403,3.392
183985250,193.01,CP,9.1031,0.7920645,1561.7798964,2460933.175839,0.3656119
160578764,1930.01,KP,12.1014,2.8786641,8710.0,2459355.488108,2.207
162922904,1931.01,KP,12.0233,3.8186276,3240.0,2459331.431765,4.282
386259537,1932.01,KP,11.3299,5.6107737,6651.6899169,2459228.937203,6.3384834
172598832,1933.01,KP,12.941,3.2633165,5011.5725027,2459201.975798,5.2814337
125739286,1934.01,KP,10.5288,4.5111234,11170.0,2459351.553003,4.525
176685457,1935.01,KP,12.2682,4.4352884,6410.0,2459272.947539,1.89
178289267,1936.01,KP,11.7076,2.3506186,15940.0,2459167.711102,2.369
268301217,1937.01,CP,12.4933,0.9466787,16490.0,2459989.041517,1.09
128449971,1938.01,APC,10.7347,12.7060866,5160.2020899,2459346.073496,2.4782523
1716467085,2149.01,PC,10.1099,0.5842495,1041.0,2460367.227586,0.559
231912935,215.01,PC,10.5011,26.2851404,975.2076991,2458334.396978,2.7692779
230267547,2150.01,FP,10.4288,2.2263798,1270.0,2459768.269102,2.863
23389848,2151.01,FP,10.142,15.64643,6010.0,2459014.36854,7.75
395393265,2152.01,CP,10.7053,3.3772835,7216.4961357,2459883.441847,3.6434514
406855039,2153.01,FP,9.54581,2.7180835,329.1728205,2459391.951972,6.1842922
428787891,2154.01,CP,10.6611,3.8240826,10096.1098633,2459768.102761,2.5172521
461591646,2155.01,CP,10.9939,3.7246883,3320.0,2459913.983994,3.078
258402425,2156.01,FP,9.87437,0.67554,680.0,2459011.05035,0.922
298495970,2157.01,FP,10.7033,8.4249043,21600.0,2459764.110052,2.311
342642208,2158.01,CP,10.1669,8.6007557,5090.0,2459758.586312,3.304
270515566,2159.01,APC,10.8595,10.0509704,8660.0,2459755.898401,6.129
55652896,216.01,CP,11.5748,34.5059318,17387.9834231,2458331.488563,3.8206653
55652896,216.02,CP,11.5748,17.3890454,2971.7532268,2459340.904719,2.6516541
284477310,2160.01,PC,10.6071,2.2390502,490.0,2459688.464287,1.64
366563452,2161.01,FP,9.5998,1.5873866,110.0,2459767.160908,1.51
284564230,2162.01,FP,10.2182,12.9773004,997.0,2460656.816106,4.391
2760219,2382.01,PC,11.4408,4.6612025,5135.6657253,2459089.606813,2.1408549
20897611,2383.01,APC,10.459,3.1353643,8607.413644,2460927.102808,1.2230703
382602147,2384.01,CP,13.3147,2.1357026,29272.618489,2459062.34163,1.9116457
231850364,2385.01,PC,13.5445,3.1581288,16867.3851717,2459063.974699,2.3951941
32487566,2386.01,KP,10.5853,2.7567395,9248.4759918,2459090.383107,2.3808565
237885040,2387.01,APC,11.8933,5.6601098,8427.6778878,2459063.229447,1.5377473
382625239,2388.01,PC,8.115,1.3442724,44.3806696,2458355.267785,4.6777347
89544985,2389.01,PC,13.3922,2.3372423,11568.4008531,2459089.046683,1.4487311
9725627,239.01,KP,10.9774,4.1567834,4830.1859522,2458356.962228,3.9413609
369965258,2390.01,PC,11.3641,2.1192866,1701.2818142,2459063.928335,1.5061152
299897516,2391.01,PC,12.937,7.8369842,14532.9486121,2459064.337666,6.8077198
149349867,2392.01,PC,10.3998,5.9123565,402.9090729,2460977.121495,4.783267
149349867,2392.02,PC,10.3998,3.4072162,289.0451375,2460984.946786,3.8583776
149349867,2392.03,PC,10.3998,9.1696498,186.1944669,2459038.613755,4.9227951
231071138,2393.01,PC,12.0585,18.84184,5970.0,2459128.42966,3.184
144297844,2394.01,PC,11.9522,3.4978002,2039.561003,2459551.890828,2.1386761
31943299,2619.01,PC,13.2834,12.4724734,23020.0,2459331.034865,3.649
70513361,262.01,CP,8.1345,11.1452784,566.2736451,2459136.576258,1.3947705
394346647,2620.01,PC,12.9873,10.3558635,18740.0,2459370.156605,3.548
388202128,2621.01,PC,13.4394,2.4125012,10860.0,2459387.772477,1.209
382259755,2622.01,PC,13.5093,1.2207037,25580.0,2459199.804071,2.186
403288821,2623.01,FP,12.4978,0.5474737,1430.0,2459085.611785,1.789
349410350,2624.01,PC,13.4354,3.0235362,26980.0,2459384.356179,2.189
308396509,2625.01,PC,13.2317,2.1481182,22124.5443864,2459963.148107,3.9313069
300604770,2626.01,PC,12.6082,3.4562767,20448.8800177,2459963.894598,2.3613816
262829328,2627.01,PC,13.4702,1.0649771,16307.5548796,2460882.402484,1.5097494
260541432,2628.01,PC,13.3024,0.8715953,6610.0,2459387.884973,1.271
259901731,2629.01,PC,13.1508,11.4856846,11370.1513147,2460134.412089,4.6321783
120916706,263.01,CP,15.6198,0.5568212,42426.1114659,2460934.124059,0.9135251
391900348,2630.01,PC,11.786,9.7130596,3540.0,2460070.810197,1.661
140067837,2631.01,PC,12.4487,6.6314357,10550.9077716,2459065.405366,2.5431694
231703293,2632.01,FP,12.4537,0.907105,1430.0,2459085.547175,1.711
386131764,2633.01,PC,11.6886,18.1960491,2203.3245309,2459229.361575,4.8596477
318812447,2634.01,PC,10.9648,,2801.2247588,2459147.133574,4.8897805
325172035,1939.01,FP,8.2376,2.8970202,3080.9239308,2459308.612847,4.1502336
211438925,194.01,KP,10.248,4.8996461,10957.0,2460198.831716,3.07
7413227,1940.01,APC,9.46381,3.4158668,2841.7825532,2459335.645193,1.9196262
167009792,1941.01,FP,8.5122,1.133052,104.3043949,2460932.531044,1.3601919
308919449,1942.01,FP,9.8146,1.6563738,246.0,2460012.02774,1.741
382980571,1943.01,PC,10.1598,1.742573,947.0,2460091.697304,1.962
461080504,1944.01,FP,10.9572,6.0988471,8857.7284148,2459285.44868,5.408818
357536526,1945.01,FP,10.6707,1.57363,710.0,2458545.66094,2.558
127315102,1946.01,FP,8.4672,10.8458712,3120.0,2459338.849888,3.379
460140752,1947.01,FP,8.9301,12.0077462,2921.0,2460066.821944,2.818
31268146,1948.01,FP,10.1302,3.6473383,162.7642577,2460013.457382,4.4572847
334125713,1949.01,PC,9.4306,4.6211026,11700.0,2459331.900044,3.882
230982885,195.01,KP,9.9696,2.0727598,14761.0,2458355.490424,2.619
327663613,1950.01,FP,8.4215,1.41144,414.379,2458599.56984,2.509
356590734,1951.01,PC,9.8722,4.829406,8222.9837003,2459362.084735,2.6761872
394509844,1952.01,FP,10.5,6.89132,5940.0,2458599.31398,5.369
242536549,1953.01,FP,9.5187,0.6923563,810.0,2459359.132432,0.803
466113537,1954.01,PC,8.9718,4.9064175,1704.6576752,2460015.194354,6.5416975
43429656,2163.01,PC,10.235,5.2132496,750.0,2460474.956612,3.765
49967354,2164.01,FP,10.879,1.09333,1250.0,2459010.86112,1.975
73560357,2165.01,APC,10.8207,0.9499997,4200.0,2459417.644616,2.544
233680651,2166.01,PC,10.0788,5.1354577,353.0,2460555.594031,3.716
160162987,2167.01,FP,10.7791,23.0531698,2940.0,2459441.746048,1.228
364075352,2168.01,FP,10.9591,37.83633,8240.0,2458772.93351,5.713
8516795,2169.01,PC,10.5527,8.2148505,3140.0,2459773.747945,3.839
260043723,217.01,FP,8.735,3.1385856,505.3163401,2460982.315462,3.4594079
154741689,2170.01,PC,10.4679,9.2786686,527.0,2460469.2444,4.577
75656058,2171.01,FA,10.8181,1.78166,8160.0,2459011.83317,2.765
76197937,2172.01,FA,10.8642,1.78252,1920.0,2459011.82925,2.729
293567206,2173.01,FP,10.4929,0.6856225,723.0,2460311.597247,0.751
159815224,2174.01,PC,10.5817,2.9601848,960.0,2459765.95946,2.014
405717754,2175.01,KP,12.9614,4.4379727,16222.5125043,2459770.377734,4.7176624
123495874,2176.01,KP,12.9934,7.8914271,9822.0002486,2459776.680872,4.2653156
123233041,2177.01,KP,13.1448,3.5224751,8602.325645,2459445.304166,3.2804955
164892194,2178.01,KP,13.4633,3.024111,7558.6411086,2459392.686784,2.7209657
237913194,2179.01,CP,11.4864,15.1689723,7818.5475582,2459062.422964,2.0633315
144124187,2395.01,PC,11.7622,7.8686762,10335.986166,2460014.603848,4.0228111
333734769,2396.01,APC,11.4944,1.5099302,2230.0,2459303.511289,1.329
306337838,2397.01,PC,12.0749,6.00327,4920.0,2459136.96686,3.947
322807675,2398.01,PC,11.6701,19.4061437,11150.0,2459285.441427,1.961
219701535,2399.01,PC,11.738,5.4681892,4290.0,2459302.317644,1.814
101948569,240.01,PC,10.7011,19.4723016,1766.1828394,2458360.114761,4.2893299
260849386,2400.01,FP,10.7961,1.0339,520.0,2458568.22176,1.404
11521555,2401.01,PC,9.0982,5.8681984,2639.0,2460012.073961,3.651
1525480,2402.01,PC,12.2668,5.5094951,7700.0,2459276.117338,2.892
293435336,2403.01,KP,9.02706,1.8098811,13033.5612701,2460985.484461,3.7636624
142087638,2404.01,PC,11.1464,20.362741,1126.8782473,2458509.255951,4.5890238
142087638,2404.02,FP,11.1464,74.6068965,2304.7237253,2458558.995549,4.8874071
142087638,2404.03,FP,11.1464,74.6065192,2377.6887561,2458512.163146,3.6758167
231297123,2405.01,PC,12.5515,1.9792573,2235.6640941,2459117.319524,1.6873516
212957629,2406.01,CP,14.3109,3.0766835,18848.5607395,2459115.976073,1.2491751
153078576,2407.01,CP,12.5264,2.7029187,5132.6782834,2459116.620626,1.6998642
67630845,2408.01,PC,11.9205,9.4636148,5050.0,2459128.296253,3.061
358557578,2635.01,PC,11.2581,7.4547813,2508.5862836,2459287.993926,7.1681685
119925436,2636.01,PC,10.9786,3.1054901,6155.7750978,2459280.998023,4.8079092
349408306,2637.01,APC,15.8445,0.152076,105147.465567,2460014.399459,0.5
458342769,2638.01,PC,11.1671,3.9299344,2252.0354917,2459282.149063,1.2628875
98753307,2639.01,PC,14.3693,15.3281169,30096.5339932,2458584.385994,4.1138054
122612091,264.01,KP,10.4614,2.2167436,4239.7484463,2460988.072434,3.8789472
135036669,2640.01,PC,15.709,0.9112206,71047.5639651,2459307.40102,2.003082
162802770,2641.01,CP,11.1897,4.880964,3385.5526856,2459283.404103,1.6120362
448589187,2642.01,KP,12.3077,3.0652926,11240.0,2459304.823271,2.606
152852327,2643.01,KP,11.0295,9.1720535,580.0,2459562.250418,7.169
385332171,2644.01,APC,10.9206,9.7439744,6711.0590566,2459300.317115,1.9764395
372818426,2645.01,PC,12.3956,1.4436706,43370.0,2460014.422616,2.134
349966879,2646.01,APC,13.1875,0.3125737,4540.0,2460068.864238,0.526
234527228,2647.01,PC,13.5231,0.5136096,3098.8049112,2460155.040725,0.7873882
231833236,2648.01,PC,13.3316,4.773751,11156.3496198,2460157.433427,1.7107074
230980206,2649.01,PC,12.4752,3.375591,11630.0,2458377.753706,3.489
159951311,265.01,KP,11.7276,5.9242661,11796.3303624,2459169.574874,2.8894449
166184426,1955.01,FP,11.1825,16.3152,2500.0,2458600.45092,1.992
334911765,1956.01,FP,10.4877,0.88958,1240.0,2458600.59694,1.844
302659412,1957.01,FP,9.4845,14.5187891,429.0,2460083.974882,2.897
356747847,1958.01,PC,9.9055,14.6483913,1323.0,2459336.491983,2.352
400323948,1959.01,FP,11.0897,3.2242808,868.6214414,2459336.010178,4.3100077
234519192,196.01,PC,8.0674,1.1630372,409.6006588,2458354.303731,1.4568603
318828309,1960.01,PC,9.1962,5.3418199,330.0,2459330.051424,4.99
179319057,1961.01,PC,10.0032,6.7018963,950.0,2459352.079496,1.874
141663464,1962.01,FP,7.185,1.76447,2640.0,2458601.34368,2.749
190271688,1963.01,FP,10.163,12.6534664,27095.439949,2459341.024374,4.0982077
242083025,1964.01,FP,10.7892,0.6466988,1063.700888,2459307.492086,1.0248899
295354126,1965.01,FP,8.177301,2.2778177,880.0,2459357.403106,3.212
242120884,1966.01,PC,9.0492,0.6227257,565.9410837,2459334.47608,1.0110042
320079492,1967.01,APC,9.9666,0.4262223,835.5797306,2459307.334625,0.5111692
210445631,1968.01,APC,10.52,3.97195,7670.0,2458601.95696,4.297
293708935,1969.01,FP,8.5941,2.6855915,488.2401788,2458597.350807,2.0491187
441462736,197.01,CP,7.3566,14.2811731,762.9376583,2460927.616153,8.571366
389999924,3176.01,FP,12.6453,4.7606207,7813.8313853,2460015.719284,5.9420443
383410746,3177.01,PC,12.6967,2.114655,24130.0,2459359.633994,1.945
381996371,3178.01,PC,12.0729,2.9331094,14410.0,2459359.115509,3.911
378227267,3179.01,PC,12.0974,4.7076648,16490.0,2459327.565755,1.834
206352378,318.01,PC,13.2316,3.7463765,18855.6336929,2459065.374875,1.9560091
372960748,3180.01,PC,12.7602,2.0963263,7200.0,2459359.742247,1.217
372596796,3181.01,FP,12.298,3.5366743,13180.0,2458617.031866,2.697
372448111,3182.01,PC,12.9615,5.0700956,3570.0,2459357.042103,2.763
370385007,3183.01,PC,12.7414,4.2174286,7050.0,2459360.251174,4.045
366248595,3184.01,PC,12.2859,3.6071588,4270.0,2459358.969705,3.947
363661031,3185.01,PC,11.162,3.5601365,4630.0,2459355.303805,2.824
363632843,3186.01,PC,13.3586,3.6130857,12550.1377027,2460014.449976,1.7149191
245027119,3187.01,PC,11.1799,2.0084283,1310.0,2459359.079526,2.6
363202582,3188.01,PC,13.4016,1.5659063,6810.0,2459359.2727,1.169
361998994,3189.01,FP,13.6447,1.84996,9350.0,2458622.189194,2.954
389753172,319.01,APC,12.7464,0.7135373,18540.0,2459086.530897,0.892
344745774,3190.01,PC,13.3066,2.669856,6480.0,2460070.208572,3.559
342375120,3191.01,PC,12.1441,4.4367891,4940.0,2459355.803726,2.042
336613507,3192.01,PC,12.882,2.2350331,20880.0,2459356.6909,3.102
361710792,3451.01,PC,12.5517,8.7234738,10750.0,2459380.11405,2.598
360475034,3452.01,PC,13.1151,2.8372178,4060.0,2459388.622437,4.822
360473750,3453.01,PC,12.6558,4.3618031,3130.0,2460071.43278,4.9
359426909,3454.01,PC,12.9585,3.9415006,8940.0,2459357.82988,2.177
358938714,3455.01,APC,13.3477,0.422425,4090.0,2458651.744921,0.68
357661805,3456.01,PC,12.0537,17.0298529,15940.0,2459361.087389,2.65
357312511,3457.01,PC,11.6146,32.6012979,4490.0,2459335.587765,4.366
340228388,3458.01,PC,12.6553,3.1726875,18990.0,2459354.400233,2.05
335860261,3459.01,PC,12.2014,8.4893234,14020.0,2459354.893919,4.903
118327533,346.01,PC,12.7291,16.56308,14010.0,2460192.019645,2.317
39858507,3460.01,PC,8.82719,4.6288384,5380.0,2459378.7784,6.264
334080358,3461.01,PC,12.9682,11.4483792,6660.0,2459357.927622,4.824
324116813,3462.01,PC,12.8749,6.3885628,4410.0,2459379.364186,1.726
292889298,3463.01,PC,13.5313,2.2538878,7450.0,2458651.559857,3.664
290504044,3464.01,PC,12.0719,3.6515704,5830.0,2459360.318976,1.925
454361389,3465.01,PC,12.7896,3.9563671,4330.0,2460045.054533,3.396
284254253,3466.01,FP,12.8482,1.862908,3420.0,2458651.973815,4.562
453289469,3467.01,FP,12.8492,0.7799194,1920.0,2458652.436812,1.543
282091493,3468.01,FP,13.5709,3.3789946,11150.0,2458647.685514,3.332
441075486,372.01,APC,12.0312,1.1202752,17470.0,2459112.07285,2.095
347051112,3720.01,PC,11.4343,4.7378265,3331.699976,2459913.32114,1.7442136
143687316,3721.01,PC,12.6975,3.5411235,8736.2229728,2460287.522921,3.0771407
346015394,3722.01,PC,13.186,1.0788649,32197.0916181,2459910.394452,1.9801943
3027681,3723.01,PC,13.3025,3.9442027,13590.0,2459544.669393,3.269
143642240,3724.01,PC,11.7012,,8780.0,2458838.121011,6.092
339250695,3725.01,FP,13.135,4.7262208,9512.9165619,2460287.858395,3.2344044
122695048,3726.01,PC,13.0789,4.8404431,27037.3771224,2460290.432392,2.6166045
339207847,3727.01,PC,11.6439,13.3988634,6620.0882527,2459919.63975,4.3926223
116257066,3728.01,FP,11.1843,6.5019596,7130.0,2459545.961039,3.078
322160664,3729.01,PC,12.9676,8.1744382,22628.9295034,2460290.926859,2.6721445
9032368,373.01,FP,13.2889,1.632,5500.0,2458355.67942,1.466
417844678,3730.01,PC,13.1507,2.5404529,15551.1793793,2459910.634543,4.8434159
115457180,3731.01,APC,11.0131,5.6619072,4350.0,2459911.966229,2.149
321894059,3732.01,PC,12.4096,2.9594651,2460.0,2458837.443197,3.84
321436679,3733.01,FP,12.6396,2.1263167,7318.4567789,2460286.361991,2.6213684
105135774,3734.01,PC,13.3835,2.141186,10052.7515924,2460287.307924,2.7636092
317252733,3735.01,PC,11.3032,3.3526843,11429.0738935,2459912.078486,3.9579058
89617284,2915.01,PC,12.5254,5.1304425,7670.0,2459297.972286,2.399
76663549,2916.01,PC,13.108,3.9216762,17400.0,2459303.128643,2.075
75744886,2917.01,PC,13.0699,7.9018734,16220.0,2459294.120029,3.18
74881311,2918.01,PC,13.2889,9.5680636,9400.0,2459288.040612,3.982
74274839,2919.01,PC,12.5917,4.6957057,13800.0,2459298.680353,2.633
180285396,292.01,PC,13.2806,10.3688702,15543.5949112,2459088.963421,2.4885919
48210046,2920.01,PC,12.8212,3.2003149,16320.0,2459300.972897,2.847
45896295,2921.01,PC,12.8854,3.0044799,11000.0,2459331.505693,3.19
45492609,2922.01,PC,11.7768,1.3605223,1440.0,2459303.736827,0.715
45299834,2923.01,PC,12.8521,4.3226285,9090.0,2460015.622952,2.908
45048546,2924.01,PC,12.1466,7.3498345,5726.6329422,2459966.861078,4.0296279
44510874,2925.01,PC,11.49,1.5720089,2730.0,2459302.564351,1.257
34499178,2926.01,PC,13.1845,2.4249041,5630.0,2459303.198309,4.225
33651215,2927.01,PC,13.3754,1.3868302,14190.0,2459304.991277,2.413
33159936,2928.01,PC,12.9639,2.8457134,7050.0,2459302.165051,3.189
31975443,2929.01,PC,13.2135,2.0391352,19130.0,2459302.03511,2.1
355637190,293.01,APC,11.024,0.8054361,2980.0,2459109.911388,1.06
30300445,2930.01,PC,11.6526,7.2041454,1970.0,2459297.414276,3.527
29505837,2931.01,PC,12.1511,8.6681997,3880.0,2459996.684641,5.864
334757798,3193.01,PC,13.6132,2.3019268,12000.0,2458623.315569,2.527
333511802,3194.01,PC,13.3682,3.6179419,14890.0,2459353.903239,4.394
332880327,3195.01,PC,12.594,0.6676722,3440.0,2459360.096224,1.117
331297805,3196.01,PC,12.4383,4.9816829,11450.0,2459351.787159,2.587
331160996,3197.01,PC,13.5902,2.1972485,30680.0,2458623.463783,2.348
121625070,3198.01,PC,12.6029,2.1271199,14960.0,2459359.016777,2.386
330885564,3199.01,PC,13.0904,0.6756067,3480.0,2459359.835275,1.028
188593930,320.01,FP,12.3574,1.46503,3162.12,2458354.27607,1.145
330014070,3200.01,PC,11.8912,6.3087809,7450.0,2459356.723741,1.535
329921262,3201.01,PC,11.9963,2.3631898,5219.1809316,2460042.549876,2.8375698
329691586,3202.01,PC,12.3574,1.5169786,2720.0,2459358.004096,1.241
329609449,3203.01,PC,12.5757,4.2442882,7530.0,2459358.542026,4.273
326662822,3204.01,PC,13.31,4.0446543,11170.0,2459353.157913,4.735
322862882,3205.01,FP,13.364,1.2361087,19760.0,2459359.464532,1.139
321802774,3206.01,PC,12.6265,1.9405161,5930.0,2459357.915255,3.344
320994166,3207.01,PC,13.3096,4.0996864,20570.0,2460070.130593,4.806
319949055,3208.01,PC,13.3011,2.3577049,7210.0,2459356.016126,3.357
319806044,3209.01,PC,13.0789,1.3509356,6060.0,2459358.066273,2.636
175476629,321.01,FP,12.8509,1.14057,5009.01,2458354.27156,2.188
318668441,3210.01,PC,12.7521,2.2364485,17380.0,2459359.908764,2.49
447192619,3469.01,PC,12.5805,2.6566986,10670.0,2459382.834181,3.865
224271611,347.01,PC,11.2043,4.040003,1577.506576,2459090.464588,1.0528611
277538491,3470.01,PC,13.3259,3.2404614,15130.0,2459357.021986,1.642
407166076,3471.01,PC,12.8852,8.7520247,17410.0,2459380.384701,3.602
275562670,3472.01,FP,13.5159,1.5810556,33340.0,2458651.449273,2.437
406861922,3473.01,PC,13.0656,4.0358074,11250.0,2459384.816539,2.667
274367763,3474.01,PC,11.9672,3.8795023,12260.0,2459358.663246,3.647
403507814,3475.01,PC,12.2587,2.7812908,11930.0,2459383.8426,3.208
272983172,3476.01,PC,12.6718,4.3205081,13290.0,2459385.89681,2.51
402391147,3477.01,PC,13.4138,3.3626798,11000.0,2459387.781424,3.771
255909950,3478.01,PC,12.3282,1.82856,17750.0,2459385.423634,2.961
402219289,3479.01,PC,13.4326,2.1970052,7470.0,2459386.482274,2.966
70785910,348.01,PC,12.2494,0.4947938,2913.5611564,2459088.639473,0.9449038
254909777,3480.01,PC,12.4119,2.1301227,16130.0,2458650.197309,2.646
396316939,3481.01,PC,12.8719,4.9214799,3710.0,2459386.301953,2.425
254629854,3482.01,FP,10.7989,0.9714298,1650.0,2459359.54722,1.251
395926728,3483.01,PC,12.8749,1.4466788,4410.0,2459388.853133,1.529
221882319,3484.01,PC,11.5616,5.1890769,6810.0,2459386.556413,5.011
394672497,3485.01,PC,9.6181,11.8413467,770.0,2459382.714016,2.865
98620619,3736.01,PC,13.3273,2.2091186,11835.254258,2460286.244876,3.2100502
96074951,3737.01,PC,11.4963,5.5609997,9170.0,2459912.415649,4.204
312689217,3738.01,PC,12.1502,4.3847594,8783.8532254,2459474.306264,4.7104727
311441461,3739.01,PC,13.1072,3.4471559,9497.7556385,2459911.354239,3.7435577
183675732,374.01,PC,12.9998,5.4820954,8403.0676421,2459091.224648,4.4375744
87597187,3740.01,FA,12.878,2.0449361,29540.0,2458838.028588,2.732
701926762,3741.01,PC,13.1002,2.0449545,36060.0,2458838.028865,2.763
286696848,3742.01,FP,12.8814,8.9279009,49560.0,2458835.622721,3.278
87091417,3743.01,PC,12.7508,2.1186344,4200.0,2458840.233156,2.553
86075481,3744.01,PC,12.4084,3.9010509,3017.5555289,2459911.429374,4.2743803
666567477,3745.01,PC,13.1464,1.6883103,7400.0,2458838.180464,2.674
284747017,3746.01,FP,11.7603,1.8012697,1800.0,2458839.923433,3.182
647636934,3747.01,PC,12.5715,1.5503072,4601.821312,2459911.552961,2.3242495
82622707,3748.01,PC,13.2064,2.3753009,9683.8865565,2459911.985168,1.502194
284174392,3749.01,PC,13.2474,1.8751894,9200.0,2459911.346754,2.798
280097543,375.01,PC,10.4471,9.4546478,1354.9261507,2458660.207682,10.2947735
468777766,3750.01,PC,12.9865,12.4844641,17130.0,2458826.425862,2.827
284173938,3751.01,PC,12.8826,2.9157041,12630.0,2459910.877562,3.375
29418536,2932.01,PC,12.6396,3.2569118,5960.0,2459990.683405,3.689
29336129,2933.01,FP,12.5246,1.6363822,2383.8690387,2459989.636228,5.2796046
28945511,2934.01,PC,12.8016,1.1239749,2190.0,2459278.683684,1.011
24837152,2935.01,PC,13.4581,5.5698287,11620.0,2459278.943232,2.234
22020459,2936.01,FP,12.5961,1.3328042,1960.0,2459988.479583,2.75
18794442,2937.01,PC,13.4212,2.0139493,5820.0,2459990.422761,1.554
11417087,2938.01,PC,11.4932,4.942456,16530.0,2459272.923559,2.504
5485318,2939.01,PC,12.6819,4.8306667,9790.0,2459273.922515,4.24
188570092,294.01,CP,11.3875,7.327945,13710.0,2459457.973621,2.896
5224772,2940.01,PC,13.487,4.5991516,23020.0,2459301.079391,3.113
4729001,2941.01,APC,12.6858,0.7127815,26500.0,2459988.563332,1.154
3840990,2942.01,PC,12.9356,3.525723,4730.0,2459303.833626,4.582
3233861,2943.01,PC,13.2005,0.7123317,13070.0,2459279.092125,0.752
340700241,2944.01,FP,13.3106,7.7925448,16339.5347863,2459967.138723,2.902988
286152207,2945.01,PC,12.9512,3.2006677,5500.0,2459299.330191,4.195
302798365,2946.01,PC,12.3977,4.9186433,19840.0,2459331.56416,1.849
374847873,2947.01,FP,12.5964,2.0391741,5740.0,2459332.080551,0.849
357896777,2948.01,PC,13.175,2.7557652,14830.0,2460042.540975,1.889
357299852,2949.01,PC,13.2338,2.8652288,14320.0,2459359.14632,1.785
323002911,3211.01,PC,12.4531,3.5949457,5810.0,2459384.246737,2.153
316236118,3212.01,PC,13.3216,4.1943867,27860.0,2459353.453378,2.977
314013231,3213.01,APC,13.0427,2.5395579,24200.0,2459357.529536,3.082
312508092,3214.01,PC,11.7696,5.7759952,9030.0,2459355.374217,3.594
307888842,3215.01,PC,12.9273,1.2008331,5800.0,2459359.494759,1.584
306547699,3216.01,FP,13.1235,2.6985136,13510.0,2459356.241304,4.856
309436531,3217.01,FP,12.3297,3.2136333,7810.0,2459383.966929,1.875
305739565,3218.01,CP,12.885,3.3704313,5610.0,2459329.334304,4.608
305492348,3219.01,PC,12.8427,3.2969977,8860.0,2459358.273636,3.856
198077394,322.01,PC,10.7074,3.990533,3306.4050915,2459089.946422,3.4539056
304950588,3220.01,FP,13.2566,7.4316274,13740.0,2459350.857352,3.868
303883880,3221.01,FP,13.3733,0.8970184,12070.0,2459359.59881,2.434
303686889,3222.01,PC,12.8239,5.6320791,3600.0,2459359.939605,4.728
297668572,3223.01,PC,13.2272,4.633735,48110.0,2459358.775725,5.755
297457992,3224.01,PC,13.0791,2.8317721,12860.0,2459358.053478,2.607
401952328,3225.01,PC,10.7188,9.1509453,3110.0,2459357.363999,3.522
295233473,3226.01,PC,13.4461,2.3720554,4350.0,2460069.345358,3.366
294385899,3227.01,PC,12.6795,8.9522767,6280.0,2459342.94518,4.508
294365631,3228.01,PC,12.0317,1.8118703,5510.0,2459358.150133,1.368
290263093,3229.01,PC,13.0502,5.21228,8950.0,2459355.167116,3.863
